id,comment,label
354,实验环境有问题，firefox无法显示canvas,-1
355,一是卡，二是环境根本和描述的不一样，三是匿名内部类无法引用外面的变量，这个没说清楚,-1
356,你先别激动。我看了一下第一个实验，版本是3.5.2啊，您是不是没有输入python3？这点第一节就讲过。第二点，重点是学习的流程，按照学习流程，这道题必须用前面教的方法解是没有问题的，这跟小学数学老师不让用XY解数学题一个道理。第三点，请你仔细看一下PS后面的内容，冷静思考一下，肯定解的出来的。,0
357,很基础，但可以熟悉下实验楼的实验模式，很方便。只是最后下载到本地，不知道是保存到哪个路径之下了，一时找不到。,-1
358,id int primary key auto_increment      ps: ①每一张表只可以设置一个自增字段 ②必须添加索引才能使用自增,1
359,由于汇编语言精品课网站处于调整阶段无法访问，汇编语言教材中的习题答案已经放入实验楼的汇编语言课程实验列表的实验10了，请大家参考。,-1
360,很不错的课程，还需要再次复习,2
361,有一个问题，为什么算积分的时候一个感觉也没有多复杂的二重积分，sympy居然算了22秒!这个速度也太慢了吧，是我调用的方式有问题么，还是本来就是这么慢啊。我记得mathematical 算超级复杂的积分都很快的,0
362,体验一下感觉不错,2
363,老师第一个实验的Ubuntu在哪里呀。怎么进入呀？,0
364,最后更改文件forlout的权限，我的写法是： sudo chmod 666 forlout 不知道他的用户指的是什么意思？,0
365,很好，就是系统太卡了，操作台浪费时间了,2
366,进入这个游戏后怎么开始玩啊？我按任何键都自动退出,0
367,希望以后实验环境里的Java文件支持中文输入,1
368,后来，浪了。从7.0开始工作的。8.0-8.30有点浪。8.30-9.0洗澡，9.0-9.30浪了。。,1
369,不知道是网的问题，还是服务器的问题，好卡，用一会儿就卡住了,-1
370,实验楼设计很棒,2
371,HTML基础汇总实验略过，查看一下课程内容。,1
372,"python3.4改法：viewer.py中第36行改为“glutCreateWindow( b""3D Modeller"")”。primitive.py中把里面所有的xrange全部改成range，因为python3中range和xrange已经一样了。还有scene.py中第36行，mindist赋值改成“mindist = sys.maxsize”。以上均参考自stackoverflow。",1
373,页面 一片空白什么都看不到，不知道该干嘛,-1
374,為什麼文檔中的圖片都不能正確顯示出來呢?,0
375,环境配置文档不对应，hadoop要求1.2.1， 结果环境里上2.4.1，无法继续,-1
376,慢慢来,1
377,cat monitor.sh | tr -d '\r' > a.sh tr -d '\r' < monitor.sh > a.sh  管道：将上一个命令的 标准输出 ，作为下一个命令的标准输入 < 标准输入,1
378,还可以，就是不能使用快捷键,-1
379,感觉很好的一个学习平台,2
380,很方便学习，但是里面的一些命令没有解释，不过还是很好的,2
381,git是一种分布式托管系统，方便大家的协作。,1
382,挺好用的东西 有环境 有反馈,2
383,不错，不错 实验楼挺能锻炼人的,2
384,关于这个缩进，为什么：符号之后只能缩进一行  第二行无法缩进  直接就执行了，做不下去   查得很多资料又说用\有说：后直接可以一直保持缩进   到底是哪个鬼啊？,0
385,很详细，希望自己能坚持下去！,1
386,求解：虚拟机的vi编辑操作保存什么的和Linux不一样么？写了没法运行，有木有这方面的说明,0
387,这个网站果然不错啊，可以手动的学习，良心网站,2
388,linux很多命令要记，如果能 知道意思我感觉更厉害,2
389,硬吹斯婷,1
390,简单易懂棒棒棒,2
391,啊，去看看计算器,1
392,这里的邀请码是干嘛的？？这里的api 好少啊,0
393,不错，正在努力学习linux,2
394,内容安排节奏比较合理，适合刚入门的同学进行学习。还不错哦,2
395,新手直接就上来刚数据结构，  会不会崩溃？   新手入门、、、、,0
396,"挑战个屁 根本没法提交 说什么输出结果不正确那为啥在gcc上运行就是正确的呢？\n要开通VIP就直说何必这样呢！\n\n#include<stdio.h>\nint main()\n{\nprintf(""I love shiyanlou!\\n"");\nreturn 0;\n}",0
397,linux-13 正则表达式基础,1
398,初步接触Linux，对于我这种小白，大体上看了一遍，也遵循操作进行下来。对于知识点还是会有些模糊，不知道应该去记忆的部分有哪些。,1
399,东西不错，可以再讲深入点！,2
400,在可变参数那一节，直接删除变量decla前的*，再执行实例程序是会报错的。并没有像教程中说的那样“只录入一个”。不知道是不是我个人程序写的原因，还是这个例子中程序使用了循环的原因。其他人可以试试。,-1
401,认识sudo apt-get install 和update 命令,1
402,前五章的代码还有我自己写的注释，请看我的GITHUB:https://github.com/alvy-singer/micblog-shiyanlou-,1
403,不错。。好好。。真的好,2
404,这个实验环境延迟太厉害了,2
405,实验环境有点老，卡。其余的还好,-1
406,说句心里话，基本靠自学。。。 比起实验页面的指导，更多的是百度。。。 希望作业讲解效果会好一些吧。。。 挑战不过的时候，报错信息能更详细点不啊，有个挑战重写两次才过。。。到头来也不知道当初为何不过！！！！！,-1
407,谢谢悉心解答~,2
408,自己摸索着学习中，还要努力,2
409,第二部分：  解压缩部分     最后的code为什么余下24      根据上面作者介绍的应该是余下16额外处理      我把代码改成按16处理也成功了      而且解压缩最后的判断currnode.isleaf()函数好像也是多余了,0
410,键盘不能输入,-1
411,第一次使用linux，似乎不知道该干什么哎,-1
412,实验环境没打开，一直黑屏的啊！~ 重来！,-1
413,今天七夕购买的同学都提前送一段时间，我们会从8月31日开始计算送一个月的 :-),1
414,还不错，基本理解了TCP/IP网络协议的组成结构,2
415,为什么就是死活找不到文件。。。。。,0
416,挺棒的，这种学习环境很好，继续努力！,2
417,第一次来实验楼，之前不知道这个平台，今天试试挺不错的，,2
418,在Windows 7中安装python和Vim，还要下载什么软件才能像实验楼这样操作呢？新手求助,0
419,实验所用的图片，是rgba的，你自己找的图片，怕是只有rgb。懂了么,1
420,还不错，跟着讲解自己一边动手，理解的比较深刻,2
421,在计算时间复杂度的时候，先找出算法的基本操作，然后根据相应的各语句确定它的执行次数，再找出 T(n) 的同数量级（它的同数量级有以下：1，log(2)n，n，n log(2)n ，n的平方，n的三次方，2的n次方，n!），找出后，f(n) = 该数量级，若 T(n)/f(n) 求极限可得到一常数c，则时间复杂度T(n) = O(f(n))。,1
422,请问你是对实验楼里面的实验怎么操作，还是对本项目里面涉及的知识不懂呢？,0
423,熟悉了一下昨天才学的简单操作，真的特别有意思，打开了新世界,2
424,学习就是一个迭代的过程，第一遍熟悉，第二遍就理解,1
425,allsalary = sys.argv[1:] for i in allsalary:     j = i.split(':')     try:         j[1] = cal(int(j[1]))          print(j[0] + ':' + j[1])     except ValueError:         print('Parameter Error') 就这么几行代码，憋了一天，终于出来了。。。 对于列表、字典的不熟悉，使用各种print查看每行的输出，最后终于成了~希望对于助教的求助，能够来的更晚一些，守住自己的第一次。。。,0
426,作为一个新学着我表示很多东西你们一笔带过，突然就用了新东西没有解释，我一脸懵逼，还好有百度可以查资料勉强懂一些。\n但是还是有些想问问大家：\n*/1 * * * * touch /home/shiyanlou/$(date +\\%Y\\%m\\%d\\%H\\%M\\%S)\n这个命令说每一分钟在/home/shiyanlou/创建一个文件，命名格式是年月日时分秒\n1、$是什么意思？\n2、(date +\\%Y\\%m\\%d\\%H\\%M\\%S)意思就是这个文件的明明格式？这个之前没说过吧?date +什么意思？\n3、\\%什么意思？连接的意思？文中说“有结束命令行、换行、重定向的作用，前面加 ” \\ ” 符号转意”那加了\\就转变成什么意思了？\n4、年月日时分秒分别是YmdHMS？为啥有的大写有的小写？大小写是通用的吗？\n5、我输入“*/1 * * * * touch /home/shiyanlou/$(date +\\%Y\\%m\\%d\\%H\\%M\\%S)”之后，并没有如文中说的“会得到最后一排 installing new crontab 的一个提示”，他完全没提示啊。最后我用:wq!强制保存关闭之后，竟然也能运行了。这是为啥？\n其他就不一一写出来了，有人能给我解惑以上吗？,0
427,实验内容还不错，虽然简单，但是非常实用了,2
428,敲代码比较慢，不会复制粘贴,-1
429,到后面没有sudo opt-get update命令，需要权限,1
430,每周需要花费5-10小时左右看完章节并实现作业项目。,1
431,可以连接啊，是这个链接吗？https://github.com/shiyanlou/SQL5,0
432,本课程已合并到 https://www.shiyanlou.com/courses/9，请到该文档处实验学习~,1
433,考试、面试最重要的部分。知道怎么查看，但究竟什么时候才需要杀死进程，什么时候调整进程优先级呢？,0
434,我想把实验环境里的软件“偷”下来，有谁有办法吗？,0
435,不错 。实验楼提供的实验环境很有帮助,2
436,老课已经下线了啊，有新出的Django入门教程和Django进阶教程，你可以去学习,1
437,不错！挑战模式比起以前没有了是否通过的系统判断了,2
438,终实际上手了，，， 见识了一些新词汇，还没弄太清楚：bash shell，HTML/JS页面，GVim编辑器，gedit/brackets代码编辑器，zsh linux shell等等。 体验了Xfce终端，类似汇编语言的linux命令行，不太一样的命令库。,1
439,入门级别git的使用，比较推荐廖雪峰老师的git教程。然后就是非会员无法联网，也就不能体验git的精髓。,-1
